0.049938, 0.002499, 200
0.099500, 0.009983, 200
0.148316, 0.022416, 200
0.196013, 0.039734, 200
0.242228, 0.061851, 200
0.286601, 0.088656, 200
0.328780, 0.120014, 200
0.368424, 0.155767, 200
0.405201, 0.195734, 200
0.438791, 0.239713, 200
0.468888, 0.287478, 200
0.495201, 0.338785, 200
0.517454, 0.393371, 200
0.535390, 0.450952, 200
0.548767, 0.511229, 200
0.557365, 0.573885, 200
0.560986, 0.638588, 200
0.559449, 0.704994, 200
0.552599, 0.772745, 200
0.540302, 0.841471, 200
0.522450, 0.910794, 200
0.498956, 0.980328, 200
0.469761, 1.049679, 200
0.434829, 1.118447, 200
0.394153, 1.186231, 200
0.347748, 1.252626, 200
0.295659, 1.317227, 200
0.237954, 1.379630, 200
0.174729, 1.439434, 200
0.106106, 1.496242, 200
0.032232, 1.549665, 200
-0.046719, 1.599318, 200
-0.130549, 1.644827, 200
-0.219036, 1.685830, 200
-0.311931, 1.721975, 200
-0.408964, 1.752926, 200
-0.509842, 1.778359, 200
-0.614250, 1.797970, 200
-0.721853, 1.811471, 200
-0.832294, 1.818595, 200
-0.945199, 1.819093, 200
-1.060177, 1.812740, 200
-1.176819, 1.799332, 200
-1.294702, 1.778692, 200
-1.413391, 1.750665, 200
-1.532435, 1.715122, 200
-1.651376, 1.671962, 200
-1.769745, 1.621112, 200
-1.887067, 1.562524, 200
-2.002859, 1.496180, 200
-2.116637, 1.422093, 200
-2.227911, 1.340304, 200
-2.336193, 1.250881, 200
-2.440995, 1.153926, 200
-2.541832, 1.049568, 200
-2.638223, 0.937967, 200
-2.729694, 0.819312, 200
-2.815779, 0.693823, 200
-2.896021, 0.561747, 200
-2.969977, 0.423360, 200
-3.037215, 0.278967, 200
-3.097319, 0.128900, 200
-3.149889, -0.026483, 200
-3.194543, -0.186797, 200
-3.230921, -0.351634, 200
-3.258683, -0.520561, 200
-3.277512, -0.693122, 200
-3.287114, -0.868840, 200
-3.287223, -1.047218, 200
-3.277598, -1.227741, 200
-3.258028, -1.409876, 200
-3.228330, -1.593074, 200
-3.188351, -1.776771, 200
-3.137970, -1.960394, 200
-3.077098, -2.143355, 200
-3.005677, -2.325060, 200
-2.923686, -2.504907, 200
-2.831136, -2.682288, 200
-2.728072, -2.856593, 200
-2.614574, -3.027210, 200
-2.490760, -3.193527, 200
-2.356778, -3.354936, 200
-2.212816, -3.510832, 200
-2.059095, -3.660618, 200
-1.895872, -3.803705, 200
-1.723436, -3.939514, 200
-1.542114, -4.067479, 200
-1.352265, -4.187049, 200
-1.154279, -4.297690, 200
-0.948581, -4.398886, 200
-0.735627, -4.490140, 200
-0.515902, -4.570979, 200
-0.289921, -4.640953, 200
-0.058227, -4.699639, 200
0.178610, -4.746641, 200
0.419995, -4.781590, 200
0.665309, -4.804151, 200
0.913911, -4.814018, 200
1.165138, -4.810920, 200
1.418311, -4.794621, 200
1.672731, -4.764921, 200
1.927686, -4.721655, 200
2.182451, -4.664698, 200
2.436287, -4.593964, 200
2.688449, -4.509406, 200
2.938184, -4.411017, 200
3.184735, -4.298833, 200
3.427342, -4.172928, 200
3.665244, -4.033421, 200
3.897684, -3.880472, 200
4.123908, -3.714281, 200
4.343169, -3.535093, 200
4.554729, -3.343193, 200
4.757863, -3.138908, 200
4.951856, -2.922605, 200
5.136013, -2.694693, 200
5.309655, -2.455620, 200
5.472123, -2.205872, 200
5.622782, -1.945976, 200
